Date,Station,Depth,Calculated Chlorophyll,Calculated Oxygen,Calculated SPM,Calculated Extinction Coefficient,Salinity,Temperature,Nitrite,Nitrate + Nitrite,Ammonium,Phosphate,Silicate
1/21/2016,22.0,6.0,1.3,8.5, 16,,29.04,12.20,,,,,
1/21/2016,22.0,7.0,1.3,8.5, 17,,29.29,12.25,,,,,
1/21/2016,22.0,8.0,1.3,8.5, 18,,29.49,12.30,,,,,
1/21/2016,22.0,9.0,1.3,8.5, 19,,29.54,12.31,,,,,
1/21/2016,22.0,10.0,1.3,8.5, 20,,29.54,12.31,,,,,
1/21/2016,22.0,11.0,1.3,8.5, 20,,29.56,12.31,,,,,
1/21/2016,22.0,12.0,1.3,8.5, 21,,29.58,12.32,,,,,
1/21/2016,22.0,13.0,1.4,8.5, 21,,29.58,12.32,,,,,
1/21/2016,22.0,14.0,1.4,8.5, 21,,29.57,12.32,,,,,
1/21/2016,22.0,15.0,1.3,8.5, 21,,29.58,12.32,,,,,
1/21/2016,22.0,16.0,1.4,8.5, 21,,29.58,12.32,,,,,
1/21/2016,22.0,17.0,1.4,8.5, 22,,29.58,12.32,,,,,
1/21/2016,22.0,18.0,1.4,8.5, 22,,29.58,12.32,,,,,
1/21/2016,22.0,19.0,1.4,8.5, 23,,29.58,12.32,,,,,
1/21/2016,22.0,20.0,1.4,8.5, 23,,29.58,12.32,,,,,
1/21/2016,22.0,21.0,1.3,8.5, 24,,29.58,12.32,,,,,
1/21/2016,21.0,1.0,1.4,8.4, 16,,27.62,11.96,,,,,
1/21/2016,21.0,2.0,1.5,8.4, 19,,28.12,12.04,,,,,
1/21/2016,21.0,3.0,1.4,8.4, 20,,28.45,12.09,,,,,
1/21/2016,21.0,4.0,1.4,8.4, 20,,28.90,12.17,,,,,
1/21/2016,21.0,5.0,1.5,8.4, 21,,29.15,12.22,,,,,
1/21/2016,21.0,6.0,1.4,8.4, 21,,29.38,12.28,,,,,
1/21/2016,21.0,7.0,1.4,8.4, 21,,29.81,12.39,,,,,
1/21/2016,21.0,8.0,1.4,8.4, 22,,30.09,12.46,,,,,
1/21/2016,21.0,9.0,1.4,8.4, 23,,30.21,12.49,,,,,
1/21/2016,21.0,10.0,1.3,8.4, 25,,30.26,12.51,,,,,
1/21/2016,21.0,11.0,1.2,8.4, 26,,30.31,12.52,,,,,
1/21/2016,21.0,12.0,1.3,8.4, 25,,30.33,12.53,,,,,
1/21/2016,21.0,13.0,1.2,8.4, 26,,30.38,12.55,,,,,
1/21/2016,21.0,14.0,1.2,8.4, 26,,30.40,12.55,,,,,
1/21/2016,21.0,15.0,1.2,8.4, 27,,30.43,12.56,,,,,
1/21/2016,21.0,16.0,1.3,8.5, 28,,30.45,12.57,,,,,
1/21/2016,21.0,17.0,1.3,8.4, 28,,30.47,12.57,,,,,
1/21/2016,21.0,18.0,1.3,8.4, 28,,30.48,12.58,,,,,
1/21/2016,21.0,19.0,1.3,8.4, 32,,30.47,12.57,,,,,
1/21/2016,20.0,1.0,1.4,8.5, 13,,30.46,12.63,,,,,
1/21/2016,20.0,2.0,1.4,8.5, 13,,30.69,12.67,,,,,
1/21/2016,20.0,3.0,1.4,8.5, 15,,30.81,12.69,,,,,
1/21/2016,20.0,4.0,1.4,8.5, 15,,30.89,12.71,,,,,
1/21/2016,20.0,5.0,1.4,8.5, 16,,30.97,12.73,,,,,
1/21/2016,20.0,6.0,1.5,8.4, 17,,31.01,12.74,,,,,
1/21/2016,20.0,7.0,1.5,8.4, 17,,31.03,12.75,,,,,
1/21/2016,20.0,8.0,1.5,8.5, 18,,31.02,12.74,,,,,
1/21/2016,20.0,9.0,1.4,8.4, 18,,31.03,12.75,,,,,
1/21/2016,20.0,10.0,1.5,8.4, 18,,31.07,12.76,,,,,
1/21/2016,20.0,11.0,1.5,8.5, 19,,31.07,12.76,,,,,
1/21/2016,20.0,12.0,1.5,8.5, 19,,31.07,12.76,,,,,
1/21/2016,20.0,13.0,1.5,8.4, 19,,31.08,12.76,,,,,
1/21/2016,20.0,14.0,1.5,8.5, 19,,31.08,12.76,,,,,
1/21/2016,20.0,15.0,1.5,8.5, 19,,31.08,12.76,,,,,
1/21/2016,20.0,16.0,1.5,8.4, 19,,31.09,12.76,,,,,
1/21/2016,20.0,17.0,1.5,8.4, 19,,31.09,12.76,,,,,
1/21/2016,20.0,18.0,1.5,8.4, 19,,31.09,12.76,,,,,
1/21/2016,20.0,19.0,1.5,8.5, 19,,31.10,12.77,,,,,
1/21/2016,20.0,20.0,1.5,8.4, 19,,31.10,12.77,,,,,
1/21/2016,20.0,21.0,1.5,8.4, 19,,31.10,12.77,,,,,
1/21/2016,20.0,22.0,1.5,8.5, 19,,31.11,12.77,,,,,
1/21/2016,20.0,23.0,1.5,8.5, 19,,31.11,12.77,,,,,
1/21/2016,20.0,24.0,1.5,8.4, 19,,31.11,12.77,,,,,
1/21/2016,20.0,25.0,1.5,8.4, 19,,31.11,12.77,,,,,
1/21/2016,20.0,26.0,1.5,8.4, 19,,31.12,12.78,,,,,
1/21/2016,20.0,27.0,1.4,8.4, 18,,31.12,12.78,,,,,
1/21/2016,20.0,28.0,1.4,8.4, 18,,31.12,12.78,,,,,
1/21/2016,20.0,29.0,1.4,8.2, 19,,31.12,12.77,,,,,
1/21/2016,18.0,1.0,1.3,8.4, 14,,31.26,12.85,0.30,3.64,4.64,1.03,10.00
1/21/2016,18.0,2.0,1.3,8.4, 14,,31.26,12.85,,,,,
1/21/2016,18.0,3.0,1.3,8.4, 14,,31.21,12.83,,,,,
1/21/2016,18.0,4.0,1.3,8.4, 14,,31.20,12.82,,,,,
1/21/2016,18.0,5.0,1.3,8.4, 15,,31.21,12.82,,,,,
1/21/2016,18.0,6.0,1.4,8.4, 15,,31.22,12.82,,,,,
1/21/2016,18.0,7.0,1.4,8.4, 16,,31.22,12.81,,,,,
1/21/2016,18.0,8.0,1.4,8.4, 17,,31.23,12.81,,,,,
1/21/2016,18.0,9.0,1.4,8.4, 17,,31.23,12.81,,,,,
1/21/2016,18.0,10.0,1.4,8.4, 17,,31.23,12.81,,,,,
1/21/2016,18.0,11.0,1.4,8.4, 17,,31.23,12.81,,,,,
1/21/2016,18.0,12.0,1.4,8.4, 17,,31.23,12.81,,,,,
1/21/2016,18.0,13.0,1.4,8.4, 17,,31.22,12.81,,,,,
1/21/2016,18.0,14.0,1.4,8.4, 17,,31.22,12.81,,,,,
1/21/2016,18.0,15.0,1.4,8.4, 16,,31.21,12.81,,,,,
1/21/2016,18.0,16.0,1.4,8.4, 16,,31.22,12.81,,,,,
1/21/2016,18.0,17.0,1.4,8.4, 16,,31.21,12.81,,,,,
1/21/2016,18.0,18.0,1.4,8.4, 16,,31.21,12.81,,,,,
1/21/2016,18.0,19.0,1.4,8.4, 16,,31.23,12.82,,,,,
1/21/2016,18.0,20.0,1.4,8.4, 16,,31.25,12.82,,,,,
1/21/2016,18.0,21.0,1.4,8.4, 16,,31.26,12.83,,,,,
1/21/2016,18.0,22.0,1.4,8.4, 16,,31.26,12.83,,,,,
1/21/2016,18.0,23.0,1.4,8.4, 16,,31.22,12.82,,,,,
1/21/2016,18.0,24.0,1.4,8.4, 16,,31.26,12.82,,,,,
1/21/2016,18.0,25.0,1.4,8.4, 17,,31.31,12.83,,,,,
1/21/2016,18.0,26.0,1.4,8.4, 19,,31.31,12.83,,,,,
1/21/2016,18.0,27.0,1.5,8.4, 19,,31.31,12.83,,,,,
1/21/2016,18.0,28.0,1.5,8.4, 20,,31.31,12.83,,,,,
1/21/2016,18.0,29.0,1.5,8.4, 20,,31.31,12.83,,,,,
1/21/2016,18.0,30.0,1.4,8.4, 20,,31.31,12.83,,,,,
1/21/2016,18.0,31.0,1.4,8.4, 20,,31.31,12.83,,,,,
1/21/2016,18.0,32.0,1.4,8.4, 22,,31.31,12.83,,,,,
1/21/2016,18.0,33.0,1.5,8.4, 23,,31.31,12.83,,,,,
1/21/2016,18.0,34.0,1.5,8.4, 25,,31.31,12.83,,,,,
1/21/2016,18.0,35.0,1.5,8.4, 25,,31.31,12.83,,,,,
1/21/2016,18.0,36.0,1.5,8.4, 25,,31.32,12.83,,,,,
1/21/2016,18.0,37.0,1.5,8.4, 25,,31.32,12.83,,,,,
1/21/2016,18.0,38.0,1.5,8.4, 25,,31.32,12.83,,,,,
1/21/2016,18.0,39.0,1.5,8.4, 25,,31.32,12.83,,,,,
1/21/2016,17.0,1.0,1.3,8.5, 12,,28.76,12.30,,,,,
1/21/2016,17.0,2.0,1.3,8.5, 13,,28.85,12.28,,,,,
1/21/2016,17.0,3.0,1.4,8.5, 13,,29.12,12.34,,,,,
1/21/2016,17.0,4.0,1.4,8.5, 14,,29.58,12.43,,,,,
1/21/2016,17.0,5.0,1.4,8.5, 15,,30.00,12.51,,,,,
1/21/2016,17.0,6.0,1.4,8.4, 16,,30.58,12.62,,,,,
1/21/2016,17.0,7.0,1.5,8.4, 22,,30.81,12.67,,,,,
1/21/2016,17.0,8.0,1.5,8.4, 32,,30.84,12.68,,,,,
1/21/2016,17.0,9.0,1.6,8.4, 38,,30.85,12.68,,,,,
1/21/2016,17.0,10.0,1.6,8.4, 40,,30.85,12.68,,,,,
1/21/2016,17.0,11.0,1.5,8.4, 43,,30.85,12.68,,,,,
1/21/2016,17.0,12.0,1.5,8.4, 46,,30.85,12.68,,,,,
1/21/2016,17.0,13.0,1.5,8.4, 46,,30.85,12.68,,,,,
1/21/2016,17.0,14.0,1.5,8.4, 46,,30.85,12.68,,,,,
1/21/2016,17.0,15.0,1.5,8.4, 55,,30.84,12.68,,,,,
1/21/2016,16.0,1.0,1.3,8.5, 13,,28.27,12.28,,,,,
1/21/2016,16.0,2.0,1.3,8.5, 14,,29.07,12.31,,,,,
1/21/2016,16.0,3.0,1.4,8.5, 17,,29.51,12.33,,,,,
1/21/2016,16.0,4.0,1.5,8.5, 20,,29.55,12.33,,,,,
1/21/2016,16.0,5.0,1.5,8.5, 22,,29.57,12.34,,,,,
1/21/2016,16.0,6.0,1.5,8.5, 25,,29.58,12.35,,,,,
1/21/2016,16.0,7.0,1.5,8.5, 24,,29.60,12.35,,,,,
1/21/2016,16.0,8.0,1.5,8.5, 24,,29.61,12.36,,,,,
1/21/2016,16.0,9.0,1.5,8.5, 25,,29.66,12.36,,,,,
1/21/2016,16.0,10.0,1.5,8.5, 29,,29.68,12.37,,,,,
1/21/2016,16.0,11.0,1.5,8.5, 29,,29.68,12.37,,,,,
1/21/2016,16.0,12.0,1.5,8.5, 29,,29.68,12.37,,,,,
1/21/2016,16.0,13.0,1.5,8.5, 31,,29.70,12.37,,,,,
1/21/2016,16.0,14.0,1.5,8.5, 31,,29.76,12.39,,,,,
1/21/2016,16.0,15.0,1.5,8.5, 32,,29.78,12.39,,,,,
1/21/2016,16.0,16.0,1.6,8.5, 34,,29.78,12.39,,,,,
1/21/2016,16.0,17.0,1.6,8.5, 35,,29.77,12.39,,,,,
1/21/2016,15.0,1.0,1.4,8.7, 13,,23.16,11.78,0.92,21.70,11.64,2.12,63.58
1/21/2016,15.0,2.0,1.4,8.7, 14,,23.91,11.81,,,,,
1/21/2016,15.0,3.0,1.5,8.7, 16,,24.47,11.84,,,,,
1/21/2016,15.0,4.0,1.5,8.6, 17,,24.96,11.86,,,,,
1/21/2016,15.0,5.0,1.5,8.5, 20,,26.79,11.98,,,,,
1/21/2016,15.0,6.0,1.5,8.5, 24,,27.49,12.05,,,,,
1/21/2016,15.0,7.0,1.5,8.5, 25,,27.57,12.05,,,,,
1/21/2016,15.0,8.0,1.6,8.5, 27,,27.69,12.07,,,,,
1/21/2016,15.0,9.0,1.5,8.5, 27,,27.73,12.07,,,,,
1/21/2016,15.0,10.0,1.5,8.5, 27,,27.82,12.08,,,,,
1/21/2016,15.0,11.0,1.5,8.5, 28,,27.94,12.10,,,,,
1/21/2016,15.0,12.0,1.5,8.5, 27,,27.99,12.10,,,,,
1/21/2016,15.0,13.0,1.5,8.5, 27,,28.02,12.11,,,,,
1/21/2016,15.0,14.0,1.5,8.5, 27,,28.03,12.11,,,,,
1/21/2016,15.0,15.0,1.5,8.5, 26,,28.10,12.11,,,,,
1/21/2016,15.0,16.0,1.5,8.5, 26,,28.19,12.12,,,,,
1/21/2016,15.0,17.0,1.5,8.5, 27,,28.22,12.12,,,,,
1/21/2016,15.0,18.0,1.4,8.5, 27,,28.25,12.13,,,,,
1/21/2016,15.0,19.0,1.5,8.5, 27,,28.29,12.13,,,,,
1/21/2016,15.0,20.0,1.5,8.5, 28,,28.30,12.13,,,,,
1/21/2016,15.0,21.0,1.5,8.5, 33,,28.36,12.14,,,,,
1/21/2016,15.0,22.0,1.5,8.5, 35,,28.36,12.14,,,,,
1/21/2016,15.0,23.0,1.5,8.5, 34,,28.36,12.14,,,,,
1/21/2016,15.0,24.0,1.5,8.5, 36,,28.37,12.14,,,,,
1/21/2016,15.0,25.0,1.5,8.5, 39,,28.37,12.14,,,,,
1/21/2016,15.0,26.0,1.5,8.5, 47,,28.36,12.14,,,,,
1/21/2016,14.0,1.0,1.5,8.8, 13,,23.64,11.80,,,,,
1/21/2016,14.0,2.0,1.5,8.7, 13,,24.01,11.79,,,,,
1/21/2016,14.0,3.0,1.5,8.6, 14,,25.46,11.84,,,,,
1/21/2016,14.0,4.0,1.5,8.6, 17,,26.38,11.90,,,,,
1/21/2016,14.0,5.0,1.5,8.5, 20,,26.71,11.94,,,,,
1/21/2016,14.0,6.0,1.5,8.5, 22,,26.82,11.95,,,,,
1/21/2016,14.0,7.0,1.5,8.5, 23,,26.99,11.97,,,,,
1/21/2016,14.0,8.0,1.5,8.5, 25,,27.07,11.98,,,,,
1/21/2016,14.0,9.0,1.5,8.5, 26,,27.07,11.98,,,,,
1/21/2016,14.0,10.0,1.5,8.5, 26,,27.08,11.98,,,,,
1/21/2016,14.0,11.0,1.5,8.5, 26,,27.08,11.98,,,,,
1/21/2016,14.0,12.0,1.5,8.5, 26,,27.12,11.99,,,,,
1/21/2016,14.0,13.0,1.6,8.5, 26,,27.19,12.00,,,,,
1/21/2016,14.0,14.0,1.6,8.5, 30,,27.22,12.00,,,,,
1/21/2016,14.0,15.0,1.6,8.5, 33,,27.23,12.00,,,,,
1/21/2016,14.0,16.0,1.6,8.5, 36,,27.23,12.00,,,,,
1/21/2016,14.0,17.0,1.6,8.5, 37,,27.22,12.00,,,,,
1/21/2016,13.0,1.0,1.5,8.8, 14,,23.95,11.88,0.89,20.70,11.35,2.13,56.09
1/21/2016,13.0,2.0,1.5,8.8, 14,,24.20,11.89,,,,,
1/21/2016,13.0,3.0,1.5,8.7, 14,,24.93,11.87,,,,,
1/21/2016,13.0,4.0,1.5,8.6, 17,,25.82,11.87,,,,,
1/21/2016,13.0,5.0,1.4,8.6, 21,,26.00,11.88,,,,,
1/21/2016,13.0,6.0,1.4,8.6, 24,,26.03,11.88,,,,,
1/21/2016,13.0,7.0,1.4,8.6, 28,,26.11,11.89,,,,,
1/21/2016,13.0,8.0,1.5,8.5, 32,,26.12,11.89,,,,,
1/21/2016,13.0,9.0,1.5,8.5, 34,,26.12,11.89,,,,,
1/21/2016,13.0,10.0,1.5,8.5, 35,,26.12,11.89,,,,,
1/21/2016,13.0,11.0,1.5,8.5, 37,,26.12,11.89,,,,,
1/21/2016,13.0,12.0,1.5,8.5, 37,,26.10,11.89,,,,,
1/21/2016,12.0,1.0,1.6,9.2, 15,,17.11,11.35,,,,,
1/21/2016,12.0,2.0,1.6,9.0, 15,,20.36,11.51,,,,,
1/21/2016,12.0,3.0,1.6,8.9, 15,,21.53,11.57,,,,,
1/21/2016,12.0,4.0,1.6,8.8, 16,,22.79,11.65,,,,,
1/21/2016,12.0,5.0,1.6,8.7, 30,,23.19,11.68,,,,,
1/21/2016,12.0,6.0,1.6,8.7, 37,,23.37,11.69,,,,,
1/21/2016,12.0,7.0,1.7,8.7, 47,,23.45,11.69,,,,,
1/21/2016,12.0,8.0,1.7,8.7, 51,,23.47,11.69,,,,,
1/21/2016,12.0,9.0,1.7,8.7, 53,,23.48,11.69,,,,,
1/21/2016,12.0,10.0,1.7,8.7, 56,,23.49,11.69,,,,,
1/21/2016,12.0,11.0,1.7,8.7, 59,,23.49,11.69,,,,,
1/21/2016,11.0,1.0,1.5,9.1, 25,,16.78,11.26,,,,,
1/21/2016,11.0,2.0,1.5,9.1, 25,,16.75,11.26,,,,,
1/21/2016,11.0,3.0,1.5,9.1, 27,,17.26,11.29,,,,,
1/21/2016,11.0,4.0,1.5,9.0, 29,,17.54,11.32,,,,,
1/21/2016,11.0,5.0,1.6,9.0, 34,,18.32,11.37,,,,,
1/21/2016,11.0,6.0,1.6,8.9, 39,,19.42,11.42,,,,,
1/21/2016,11.0,7.0,1.6,8.9, 44,,19.92,11.43,,,,,
1/21/2016,11.0,8.0,1.5,8.9, 45,,20.74,11.48,,,,,
1/21/2016,11.0,9.0,1.5,8.8, 44,,21.26,11.51,,,,,
1/21/2016,11.0,10.0,1.5,8.8, 46,,21.46,11.53,,,,,
1/21/2016,11.0,11.0,1.5,8.8, 49,,21.66,11.54,,,,,
1/21/2016,11.0,12.0,1.6,8.8, 53,,21.77,11.55,,,,,
1/21/2016,11.0,13.0,1.6,8.8, 54,,21.83,11.55,,,,,
1/21/2016,11.0,14.0,1.6,8.8, 53,,21.84,11.55,,,,,
1/21/2016,11.0,15.0,1.6,8.8, 53,,21.86,11.56,,,,,
1/21/2016,11.0,16.0,1.6,8.8, 53,,21.86,11.56,,,,,
1/21/2016,11.0,17.0,1.6,8.8, 54,,21.87,11.56,,,,,
1/21/2016,11.0,18.0,1.6,8.8, 54,,21.86,11.56,,,,,
1/21/2016,11.0,19.0,1.5,8.8, 54,,21.88,11.56,,,,,
1/21/2016,11.0,20.0,1.6,8.8, 54,,21.91,11.56,,,,,
1/21/2016,11.0,21.0,1.6,8.8, 54,,21.90,11.56,,,,,
1/21/2016,11.0,22.0,1.6,8.8, 54,,21.91,11.56,,,,,
1/21/2016,11.0,23.0,1.6,8.8, 55,,21.92,11.56,,,,,
1/21/2016,10.0,1.0,1.6,9.4, 17,,13.31,11.25,,,,,
1/21/2016,10.0,2.0,1.6,9.3, 19,,14.19,11.18,,,,,
1/21/2016,10.0,3.0,1.6,9.3, 22,,14.56,11.16,,,,,
1/21/2016,10.0,4.0,1.6,9.2, 23,,15.22,11.17,,,,,
1/21/2016,10.0,5.0,1.6,9.2, 26,,16.31,11.19,,,,,
1/21/2016,10.0,6.0,1.5,9.1, 28,,16.64,11.20,,,,,
1/21/2016,10.0,7.0,1.5,9.1, 31,,17.07,11.23,,,,,
1/21/2016,10.0,8.0,1.5,9.1, 35,,17.44,11.26,,,,,
1/21/2016,10.0,9.0,1.6,9.0, 40,,17.74,11.28,,,,,
1/21/2016,10.0,10.0,1.6,9.0, 41,,17.87,11.29,,,,,
1/21/2016,10.0,11.0,1.6,9.0, 45,,18.42,11.33,,,,,
1/21/2016,10.0,12.0,1.6,8.9, 48,,19.55,11.39,,,,,
1/21/2016,10.0,13.0,1.6,8.9, 48,,19.75,11.40,,,,,
1/21/2016,10.0,14.0,1.6,8.9, 48,,19.86,11.41,,,,,
1/21/2016,10.0,15.0,1.6,8.9, 49,,19.87,11.41,,,,,
1/21/2016,10.0,16.0,1.6,8.9, 49,,19.88,11.41,,,,,
1/21/2016,10.0,17.0,1.6,8.9, 48,,19.87,11.41,,,,,
1/21/2016,10.0,18.0,1.6,8.9, 49,,19.87,11.41,,,,,
1/21/2016,10.0,19.0,1.6,8.9, 50,,19.87,11.41,,,,,
1/21/2016,9.0,1.0,1.6,9.5, 21,,11.21,11.09,1.23,35.98,15.28,2.19,116.67
1/21/2016,9.0,2.0,1.6,9.4, 21,,11.77,11.07,,,,,
1/21/2016,9.0,3.0,1.6,9.4, 23,,12.76,11.10,,,,,
1/21/2016,9.0,4.0,1.6,9.2, 24,,14.19,11.15,,,,,
1/21/2016,9.0,5.0,1.6,9.2, 28,,15.57,11.19,,,,,
1/21/2016,9.0,6.0,1.6,9.1, 30,,15.86,11.19,,,,,
1/21/2016,9.0,7.0,1.6,9.1, 31,,16.08,11.20,,,,,
1/21/2016,9.0,8.0,1.6,9.1, 32,,16.33,11.21,,,,,
1/21/2016,9.0,9.0,1.6,9.1, 34,,16.54,11.21,,,,,
1/21/2016,9.0,10.0,1.6,9.1, 34,,16.73,11.22,,,,,
1/21/2016,9.0,11.0,1.6,9.1, 36,,17.02,11.23,,,,,
1/21/2016,9.0,12.0,1.6,9.0, 37,,17.27,11.24,,,,,
1/21/2016,9.0,13.0,1.6,9.0, 39,,17.76,11.27,,,,,
1/21/2016,9.0,14.0,1.6,9.0, 40,,17.88,11.27,,,,,
1/21/2016,9.0,15.0,1.6,9.0, 41,,17.95,11.28,,,,,
1/21/2016,9.0,16.0,1.6,9.0, 41,,17.97,11.28,,,,,
1/21/2016,9.0,17.0,1.6,9.0, 41,,17.94,11.28,,,,,
1/21/2016,9.0,18.0,1.6,9.0, 41,,17.97,11.28,,,,,
1/21/2016,9.0,19.0,1.6,9.0, 41,,18.07,11.29,,,,,
1/21/2016,9.0,20.0,1.6,9.0, 41,,18.07,11.29,,,,,
1/21/2016,9.0,21.0,1.6,9.0, 41,,18.07,11.29,,,,,
1/21/2016,9.0,22.0,1.6,9.0, 41,,18.09,11.29,,,,,
1/21/2016,9.0,23.0,1.6,9.0, 41,,18.14,11.29,,,,,
1/21/2016,9.0,24.0,1.6,9.0, 41,,18.19,11.29,,,,,
1/21/2016,9.0,25.0,1.6,9.0, 42,,18.35,11.30,,,,,
1/21/2016,9.0,26.0,1.6,9.0, 42,,18.38,11.31,,,,,
1/21/2016,9.0,27.0,1.6,9.0, 42,,18.39,11.31,,,,,
1/21/2016,9.0,28.0,1.6,9.0, 43,,18.45,11.31,,,,,
1/21/2016,9.0,29.0,1.6,9.0, 45,,18.43,11.31,,,,,
1/21/2016,8.0,1.0,1.6,9.6, 19,,10.30,11.01,,,,,
1/21/2016,8.0,2.0,1.6,9.6, 19,,10.26,11.01,,,,,
1/21/2016,8.0,3.0,1.7,9.5, 19,,10.48,11.00,,,,,
1/21/2016,8.0,4.0,1.5,9.5, 19,,10.77,11.01,,,,,
1/21/2016,8.0,5.0,1.4,9.5, 19,,11.35,11.03,,,,,
1/21/2016,8.0,6.0,1.4,9.5, 19,,11.58,11.04,,,,,
1/21/2016,8.0,7.0,1.3,9.4, 19,,12.08,11.05,,,,,
1/21/2016,8.0,8.0,1.2,9.4, 20,,12.63,11.05,,,,,
1/21/2016,8.0,9.0,1.1,9.3, 20,,13.27,11.06,,,,,
1/21/2016,8.0,10.0,1.0,9.2, 24,,14.44,11.09,,,,,
1/21/2016,8.0,11.0,1.0,9.2, 28,,15.06,11.11,,,,,
1/21/2016,8.0,12.0,0.9,9.2, 30,,15.39,11.12,,,,,
1/21/2016,8.0,13.0,1.0,9.2, 32,,15.44,11.13,,,,,
1/21/2016,8.0,14.0,0.9,9.1, 34,,15.50,11.13,,,,,
1/21/2016,8.0,15.0,0.9,9.1, 35,,15.64,11.14,,,,,
1/21/2016,8.0,16.0,1.1,9.1, 50,,16.11,11.17,,,,,
1/21/2016,8.0,17.0,1.3,9.1, 55,,16.09,11.17,,,,,
1/21/2016,7.0,1.0,1.5,9.6, 34,,8.69,10.99,,,,,
1/21/2016,7.0,2.0,1.4,9.6, 34,,8.70,10.99,,,,,
1/21/2016,7.0,3.0,1.5,9.6, 35,,8.80,10.98,,,,,
1/21/2016,7.0,4.0,1.3,9.5, 35,,9.54,10.96,,,,,
1/21/2016,7.0,5.0,1.2,9.5, 34,,10.37,10.95,,,,,
1/21/2016,7.0,6.0,1.0,9.4, 35,,10.96,10.95,,,,,
1/21/2016,7.0,7.0,1.1,9.4, 40,,11.19,10.95,,,,,
1/21/2016,7.0,8.0,1.2,9.4, 51,,11.41,10.96,,,,,
1/21/2016,7.0,9.0,1.4,9.4, 63,,11.54,10.96,,,,,
1/21/2016,7.0,10.0,1.3,9.3, 61,,11.75,10.97,,,,,
1/21/2016,7.0,11.0,1.3,9.3, 64,,11.83,10.97,,,,,
1/21/2016,7.0,12.0,1.3,9.3, 59,,12.01,10.98,,,,,
1/21/2016,7.0,13.0,1.3,9.3, 59,,12.07,10.98,,,,,
1/21/2016,7.0,14.0,1.4,9.3, 61,,12.08,10.98,,,,,
1/21/2016,7.0,15.0,1.2,9.3, 63,,12.08,10.98,,,,,
1/21/2016,6.0,1.0,1.5,9.8, 37,,4.83,10.62,1.16,44.55,17.35,2.38,221.36
1/21/2016,6.0,2.0,1.5,9.8, 37,,5.87,10.63,,,,,
1/21/2016,6.0,3.0,1.5,9.7, 42,,6.09,10.65,,,,,
1/21/2016,6.0,4.0,1.6,9.7, 48,,6.38,10.67,,,,,
1/21/2016,6.0,5.0,1.6,9.7, 57,,6.54,10.69,,,,,
1/21/2016,6.0,6.0,1.6,9.7, 57,,6.59,10.69,,,,,
1/21/2016,6.0,7.0,1.7,9.7, 68,,6.66,10.68,,,,,
1/21/2016,6.0,8.0,1.8,9.7, 79,,6.74,10.69,,,,,
1/21/2016,6.0,9.0,1.9,9.7, 85,,6.86,10.70,,,,,
1/21/2016,6.0,10.0,2.1,9.7, 90,,6.89,10.70,,,,,
1/21/2016,6.0,11.0,2.2,9.7, 91,,6.89,10.70,,,,,
1/21/2016,6.0,12.0,2.2,9.7, 94,,6.89,10.70,,,,,
1/21/2016,6.0,13.0,2.0,9.7, 96,,6.89,10.70,,,,,
1/21/2016,5.0,1.0,1.9,9.9, 43,,2.59,10.35,,,,,
1/21/2016,5.0,2.0,1.7,9.9, 47,,2.97,10.38,,,,,
1/21/2016,5.0,3.0,1.7,9.9, 49,,3.25,10.40,,,,,
1/21/2016,5.0,4.0,1.7,9.9, 54,,3.61,10.43,,,,,
1/21/2016,5.0,5.0,1.7,9.8, 57,,4.07,10.46,,,,,
1/21/2016,5.0,6.0,1.7,9.8, 61,,4.22,10.47,,,,,
1/21/2016,5.0,7.0,1.6,9.8, 64,,4.24,10.47,,,,,
1/21/2016,5.0,8.0,1.6,9.8, 68,,4.27,10.47,,,,,
1/21/2016,5.0,9.0,1.6,9.8, 69,,4.29,10.47,,,,,
1/21/2016,5.0,10.0,1.7,9.8, 70,,4.29,10.47,,,,,
1/21/2016,5.0,11.0,1.7,9.8, 70,,4.30,10.47,,,,,
1/21/2016,5.0,12.0,1.8,9.8, 74,,4.30,10.47,,,,,
1/21/2016,5.0,13.0,1.7,9.8, 75,,4.30,10.47,,,,,
1/21/2016,4.0,1.0,2.5,9.8, 60,,0.89,10.45,,,,,
1/21/2016,4.0,2.0,2.5,9.8, 62,,1.06,10.36,,,,,
1/21/2016,4.0,3.0,2.3,9.9, 59,,1.22,10.34,,,,,
1/21/2016,4.0,4.0,2.2,9.9, 56,,1.50,10.34,,,,,
1/21/2016,4.0,5.0,2.1,9.9, 51,,1.65,10.34,,,,,
1/21/2016,4.0,6.0,2.0,9.9, 49,,1.77,10.35,,,,,
1/21/2016,4.0,7.0,2.0,9.9, 49,,1.83,10.35,,,,,
1/21/2016,4.0,8.0,2.1,9.9, 50,,1.84,10.35,,,,,
1/21/2016,4.0,9.0,2.1,9.9, 50,,1.86,10.35,,,,,
1/21/2016,4.0,10.0,2.1,9.9, 51,,1.89,10.35,,,,,
1/21/2016,4.0,11.0,2.1,9.9, 51,,1.97,10.36,,,,,
1/21/2016,4.0,12.0,2.0,9.9, 54,,2.29,10.35,,,,,
1/21/2016,4.0,13.0,2.0,9.9, 57,,2.50,10.35,,,,,
1/21/2016,4.0,14.0,2.0,9.9, 60,,2.54,10.35,,,,,
1/21/2016,4.0,15.0,2.0,9.9, 61,,2.56,10.35,,,,,
